,dataset,object,owner,project,property,stars,users
199,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,unnamed_5,2.0,
200,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,unnamed_6,2.0,
201,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,dalyvių_skaičius,2.0,
202,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,žuvusių_skaičius,2.0,
203,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,sužeistų_skaičius,2.0,
204,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,dalyvavusių_transporto_priemonių_skaičius,2.0,
205,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,apgadintų_transporto_priemonių_skaičius,2.0,
206,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,įvykio_vieta,2.0,
207,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,gatvė,2.0,
208,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,namo_numeris,2.0,
209,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,kita_gatvė_sankryžoje,2.0,
210,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,kelio_pavadinimas,2.0,
211,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,kelio_reikšmė,2.0,
212,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,atstumas_nuo_kelio_pradžios,2.0,
213,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,dangos_rūšis,2.0,
214,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,dangos_būklė,2.0,
215,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,paros_metas,2.0,
216,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,apšvietimas,2.0,
217,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,meteorologinės_sąlygos,2.0,
218,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,unnamed_24,2.0,
219,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,kelio_gatvės_kreivė,2.0,
220,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,nulemiantys_veiksniai,2.0,
221,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,unnamed_27,2.0,
222,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,atitvarai_1_yra_0_nėra_,2.0,
223,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,sankryžos_tipas,2.0,
224,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,kelio_gatvės_elementai,2.0,
225,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,unnamed_31,2.0,
226,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,transporto_priemonės_registracijos_valstybė,2.0,
227,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,transporto_priemonės_kategorija,2.0,
228,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,markė,2.0,
229,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,modelis,2.0,
230,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,pagaminimo_metai,2.0,
231,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,pasišalinimas_iš_įvykio_vietos_1_pasišalino_0_nepasišalino_,2.0,
232,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,transporto_priemonės_ypatumai,2.0,
233,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,gedimai_nulėmę_eismo_įvykį,2.0,
234,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,unnamed_40,2.0,
235,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,pirminis_smūgis,2.0,
236,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,apgadinimai,2.0,
237,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,eismo_įvykio_dalyvio_kategorija,2.0,
238,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,pasišalinimas_iš_įvykio_vietos_1_taip_0_ne_,2.0,
239,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,ket_pažeidimas_dėl_kurio_įvyko_eismo_įvykis,2.0,
240,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,kiti_ket_pažeidimai,2.0,
241,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,unnamed_47,2.0,
242,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,unnamed_48,2.0,
243,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,lytis,2.0,
244,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,pilietybė,2.0,
245,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,gimimo_data,2.0,
246,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,neįgalumas_1_taip_0_ne_,2.0,
247,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,saugos_diržo_naudojimas,2.0,
248,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,vaiko_sėdynės_naudojimas,2.0,
249,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,unnamed_55,2.0,
250,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,saugos_šalmo_naudojimas,2.0,
251,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,oro_pagalvių_suveikimas,2.0,
252,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,eismo_įvykio_dalyvio_būklė,2.0,
253,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,unnamed_59,2.0,
254,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,sveikatos_sutrikdymo_mastas,2.0,
255,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,vairuotojo_kvalifikacija,2.0,
256,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,vairavimo_stažas_metais,2.0,
257,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,eismo_įvykio_dalyvio_būsena,2.0,
258,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,unnamed_64,2.0,
259,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,unnamed_65,2.0,
260,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,unnamed_66,2.0,
261,gov/policija/epolicija/eismo_įvykiai,policija/eismas/įvykis,gov/lrs,,ar_asmuo_kaltas_dėl_eismo_įvykio_1_taip_0_ne_,2.0,
262,gov/vrk/vrkis,politika/rinkimai,gov/vrk,,id,4.0,
263,gov/vrk/vrkis,politika/rinkimai,gov/vrk,,pavadinimas,4.0,
264,gov/vrk/vrkis,politika/rinkimai,gov/vrk,,rusis,4.0,
265,gov/vrk/vrkis,politika/rinkimai/turas,gov/vrk,,id,4.0,
266,gov/vrk/vrkis,politika/rinkimai/turas,gov/vrk,,rinkimai,4.0,
267,gov/vrk/vrkis,politika/rinkimai/turas,gov/vrk,,numeris,4.0,
268,gov/vrk/vrkis,politika/rinkimai/turas,gov/vrk,,pavadinimas,4.0,
269,gov/vrk/vrkis,politika/rinkimai/turas,gov/vrk,,data,4.0,
270,gov/vrk/vrkis,politika/rinkimai/turas,gov/vrk,,einamieji,4.0,
271,gov/vrk/vrkis,politika/rinkimai/apygarda,gov/vrk,,id,2.0,
272,gov/vrk/vrkis,politika/rinkimai/apygarda,gov/vrk,,rinkimai,2.0,
273,gov/vrk/vrkis,politika/rinkimai/apygarda,gov/vrk,,numeris,2.0,
274,gov/vrk/vrkis,politika/rinkimai/apygarda,gov/vrk,,pavadinimas,2.0,
275,gov/vrk/vrkis,politika/rinkimai/apygarda,gov/vrk,,adresas,2.0,
276,gov/vrk/vrkis,politika/rinkimai/apygarda,gov/vrk,,telefonas,1.0,
277,gov/vrk/vrkis,politika/rinkimai/apygarda,gov/vrk,,el_pastas,1.0,
278,gov/vrk/vrkis,politika/rinkimai/apygarda,gov/vrk,,uzsienio,2.0,
279,gov/vrk/vrkis,politika/rinkimai/apylinke,gov/vrk,,numeris,2.0,
280,gov/vrk/vrkis,politika/rinkimai/apylinke,gov/vrk,,pavadinimas,2.0,
281,gov/vrk/vrkis,politika/rinkimai/apylinke,gov/vrk,,adresas,2.0,
282,gov/vrk/vrkis,politika/rinkimai/apylinke,gov/vrk,,telefonas,1.0,
283,gov/vrk/vrkis,politika/rinkimai/apylinke,gov/vrk,,el_pastas,1.0,
284,gov/vrk/vrkis,geografija/lietuva/gatve,gov/vrk,,pavadinimas,2.0,
285,gov/vrk/vrkis,geografija/lietuva/adresas,gov/vrk,,id,2.0,
286,gov/vrk/vrkis,geografija/lietuva/adresas,gov/vrk,,pavadinimas,2.0,
287,gov/vrk/vrkis,politika/rinkimai/aktyvumas/isankstinis/apygardose,gov/vrk,,turas,2.0,
288,gov/vrk/vrkis,politika/rinkimai/aktyvumas/isankstinis/apygardose,gov/vrk,,apygarda,2.0,
289,gov/vrk/vrkis,politika/rinkimai/aktyvumas/isankstinis/apygardose,gov/vrk,,rinkeju_skaicius,2.0,
290,gov/vrk/vrkis,politika/rinkimai/aktyvumas/isankstinis/apygardose,gov/vrk,,balsavo_is_anksto,2.0,
291,gov/vrk/vrkis,politika/rinkimai/aktyvumas/isankstinis/apygardose,gov/vrk,,balsavo_paste,2.0,
292,gov/vrk/vrkis,politika/rinkimai/aktyvumas/isankstinis/apygardose,gov/vrk,,balsavo_namuose,2.0,
293,gov/vrk/vrkis,politika/rinkimai/aktyvumas/isankstinis/apygardose,gov/vrk,,is_viso,2.0,
294,gov/vrk/vrkis,politika/rinkimai/aktyvumas/isankstinis/apygardose,gov/vrk,,procentas,2.0,
295,gov/vrk/vrkis,politika/rinkimai/aktyvumas/isankstinis/apygardose,gov/vrk,,proc_rusiavimui,2.0,
296,gov/vrk/vrkis,politika/rinkimai/aktyvumas/isankstinis/apylinkese,gov/vrk,,turas,2.0,
297,gov/vrk/vrkis,politika/rinkimai/aktyvumas/isankstinis/apylinkese,gov/vrk,,apygarda,2.0,
298,gov/vrk/vrkis,politika/rinkimai/aktyvumas/isankstinis/apylinkese,gov/vrk,,apylinke,2.0,
299,gov/vrk/vrkis,politika/rinkimai/aktyvumas/isankstinis/apylinkese,gov/vrk,,rinkeju_skaicius,2.0,
300,gov/vrk/vrkis,politika/rinkimai/aktyvumas/isankstinis/apylinkese,gov/vrk,,balsavo_is_anksto,2.0,
301,gov/vrk/vrkis,politika/rinkimai/aktyvumas/isankstinis/apylinkese,gov/vrk,,balsavo_paste,2.0,
302,gov/vrk/vrkis,politika/rinkimai/aktyvumas/isankstinis/apylinkese,gov/vrk,,balsavo_namuose,2.0,
303,gov/vrk/vrkis,politika/rinkimai/aktyvumas/isankstinis/apylinkese,gov/vrk,,is_viso,2.0,
304,gov/vrk/vrkis,politika/rinkimai/aktyvumas/isankstinis/apylinkese,gov/vrk,,procentas,2.0,
305,gov/vrk/vrkis,politika/rinkimai/aktyvumas/isankstinis/apylinkese,gov/vrk,,proc_rusiavimui,2.0,
306,gov/vrk/vrkis,politika/rinkimai/aktyvumas,gov/vrk,,turas,0.0,
307,gov/vrk/vrkis,politika/rinkimai/aktyvumas,gov/vrk,,apygarda,0.0,
308,gov/vrk/vrkis,politika/rinkimai/aktyvumas,gov/vrk,,apylinke,0.0,
309,gov/vrk/vrkis,politika/rinkimai/aktyvumas,gov/vrk,,rusis,0.0,
310,gov/vrk/vrkis,politika/rinkimai/aktyvumas,gov/vrk,,laikas,0.0,
311,gov/vrk/rinkejopuslapis.lt/kandidatai,politika/rinkimai/apygarda,gov/vrk,,numeris,2.0,
312,gov/vrk/rinkejopuslapis.lt/kandidatai,politika/rinkimai/apygarda,gov/vrk,,pavadinimas,2.0,
313,gov/vrk/rinkejopuslapis.lt/kandidatai,politika/rinkimai/kandidatas,gov/vrk,,rinkimai,1.0,
314,gov/vrk/rinkejopuslapis.lt/kandidatai,politika/rinkimai/kandidatas,gov/vrk,,asmuo,0.0,
315,gov/vrk/rinkejopuslapis.lt/kandidatai,politika/rinkimai/kandidatas,gov/vrk,,partija,1.0,
316,gov/vrk/rinkejopuslapis.lt/kandidatai,politika/rinkimai/kandidatas,gov/vrk,,sarasas,1.0,
317,gov/vrk/rinkejopuslapis.lt/kandidatai,politika/rinkimai/kandidatas,gov/vrk,,kandidato_nr_sarase,2.0,
318,gov/vrk/rinkejopuslapis.lt/kandidatai,politika/rinkimai/kandidatas,gov/vrk,,lytis,2.0,
319,gov/vrk/rinkejopuslapis.lt/kandidatai,politika/rinkimai/kandidatas,gov/vrk,,ar_isrinktas,1.0,
320,gov/vrk/rinkejopuslapis.lt/kandidatai,politika/rinkimai/kandidatas,gov/vrk,,dalyvavo_vienmandateje,2.0,
321,gov/vrk/rinkejopuslapis.lt/kandidatai,politika/rinkimai/kandidatas,gov/vrk,,dalyvavo_daugiamandateje,2.0,
322,gov/vrk/rinkejopuslapis.lt/kandidatai,politika/rinkimai,gov/vrk,,pavadinimas,2.0,
323,gov/vrk/rinkejopuslapis.lt/kandidatai,politika/rinkimai,gov/vrk,,data,2.0,
324,gov/vrk/rinkejopuslapis.lt/kandidatai,politika/rinkimai,gov/vrk,,rusis,2.0,
325,gov/vrk/rinkejopuslapis.lt/kandidatai,politika/rinkimai/kandidatas/sarasas,gov/vrk,,rinkimai,1.0,
326,gov/vrk/rinkejopuslapis.lt/kandidatai,politika/rinkimai/kandidatas/sarasas,gov/vrk,,numeris,2.0,
327,gov/vrk/rinkejopuslapis.lt/kandidatai,politika/rinkimai/kandidatas/sarasas,gov/vrk,,pavadinimas,2.0,
328,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/apygarda,gov/vrk,,numeris,2.0,
329,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/apygarda,gov/vrk,,pavadinimas,2.0,
330,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/apylinke,gov/vrk,,numeris,2.0,
331,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/apylinke,gov/vrk,,pavadinimas,2.0,
332,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/referendumas,gov/vrk,,data,2.0,
333,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/referendumas,gov/vrk,,pavadinimas,2.0,
334,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/referendumas/aktyvumas,gov/vrk,,referendumas,1.0,
335,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/referendumas/aktyvumas,gov/vrk,,apylinke,1.0,
336,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/referendumas/aktyvumas,gov/vrk,,apygarda,1.0,
337,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/referendumas/aktyvumas,gov/vrk,,klausimas,0.0,
338,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/referendumas/aktyvumas,gov/vrk,,pradžia,0.0,
339,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/referendumas/aktyvumas,gov/vrk,,pabaiga,0.0,
340,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/referendumas/aktyvumas,gov/vrk,,laikotarpis,1.0,
341,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/referendumas/aktyvumas,gov/vrk,,rinkeju_skaicius,0.0,
342,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/referendumas/aktyvumas,gov/vrk,,balsu_skaicius,1.0,
343,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/referendumas/klausimas,gov/vrk,,referendumas,1.0,
344,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/referendumas/klausimas,gov/vrk,,klausimas,2.0,
345,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/referendumas/rezultatas,gov/vrk,,referendumas,1.0,
346,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/referendumas/rezultatas,gov/vrk,,apylinke,1.0,
347,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/referendumas/rezultatas,gov/vrk,,apygarda,1.0,
348,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/referendumas/rezultatas,gov/vrk,,klausimas,0.0,
349,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/referendumas/rezultatas,gov/vrk,,ivyko,2.0,
350,gov/vrk/rinkejopuslapis.lt/rezultatai/referendume_gauti_balsai,politika/rinkimai/referendumas/rezultatas,gov/vrk,,pritarta,2.0,
351,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/apygarda,gov/vrk,,numeris,1.0,
352,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/apygarda,gov/vrk,,pavadinimas,1.0,
353,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/kandidatas,gov/vrk,,kandidato_nr_sarase,1.0,
354,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/kandidatas,gov/vrk,,nuotrauka,1.0,
355,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/kandidatas,gov/vrk,,vardas,1.0,
356,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/kandidatas,gov/vrk,,pavarde,1.0,
357,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/kandidatas,gov/vrk,,gyvenamos_vietos_adresas,1.0,
358,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/kandidatas,gov/vrk,,gimimo_vieta,1.0,
359,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/kandidatas,gov/vrk,,tautybe,1.0,
360,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/kandidatas,gov/vrk,,pomegiai,1.0,
361,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/kandidatas,gov/vrk,,seiminine_padetis,1.0,
362,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/kandidatas,gov/vrk,,sutuoktinis,1.0,
363,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/kandidatas,gov/vrk,,vaikai,1.0,
364,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/kandidatas,gov/vrk,,biografija,1.0,
365,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/kandidatas,gov/vrk,,kita,1.0,
366,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/kandidatas/pomegis,gov/vrk,,pavadinimas,1.0,
367,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/kandidatas/sutuoktinis,gov/vrk,,vardas,1.0,
368,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/kandidatas/sutuoktinis,gov/vrk,,pavarde,1.0,
369,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/kandidatas/vaikas,gov/vrk,,vardas,1.0,
370,gov/vrk/vrk.lt/kandiidato_puslapis,teise/juridinis_asmuo,gov/vrk,,kodas,1.0,
371,gov/vrk/vrk.lt/kandiidato_puslapis,teise/juridinis_asmuo,gov/vrk,,veiklos_pobudis,1.0,
372,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai,gov/vrk,,pavadinimas,1.0,
373,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai,gov/vrk,,data,1.0,
374,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai,gov/vrk,,rusis,1.0,
375,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/kandidatas/sarasas,gov/vrk,,rinkimai,1.0,
376,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/kandidatas/sarasas,gov/vrk,,numeris,1.0,
377,gov/vrk/vrk.lt/kandiidato_puslapis,politika/rinkimai/kandidatas/sarasas,gov/vrk,,pavadinimas,1.0,
378,gov/vrk/vrk.lt/kandiidato_puslapis,politika/partija,gov/vrk,,pavadinimas,1.0,
379,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/apygarda,gov/vrk,,numeris,1.0,
380,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/apygarda,gov/vrk,,pavadinimas,1.0,
381,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/apylinke,gov/vrk,,numeris,1.0,
382,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/apylinke,gov/vrk,,pavadinimas,1.0,
383,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/rinkimai,gov/vrk,,data,1.0,
384,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/rinkimai,gov/vrk,,pavadinimas,1.0,
385,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/aktyvumas,gov/vrk,,rinkimai,1.0,
386,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/aktyvumas,gov/vrk,,apylinke,1.0,
387,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/aktyvumas,gov/vrk,,apygarda,1.0,
388,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/aktyvumas,gov/vrk,,pradžia,0.0,
389,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/aktyvumas,gov/vrk,,pabaiga,0.0,
390,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/aktyvumas,gov/vrk,,rinkeju_skaicius,1.0,
391,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/aktyvumas,gov/vrk,,balsu_skaicius,1.0,
392,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/aktyvumas,gov/vrk,,galiojanciu_balsu_skaicius,1.0,
393,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/rezultatas,gov/vrk,,rinkimai,1.0,
394,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/rezultatas,gov/vrk,,apylinke,1.0,
395,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/rezultatas,gov/vrk,,apygarda,1.0,
396,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/rezultatas,gov/vrk,,kandidatas,0.0,
397,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/rezultatas,gov/vrk,,balsu_skaicius,0.0,
398,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/rezultatas,gov/vrk,,balsu_skaicius_procentais,0.0,
399,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/rezultatas/partija,gov/vrk,,rinkimai,1.0,
400,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/rezultatas/partija,gov/vrk,,apylinke,1.0,
401,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/rezultatas/partija,gov/vrk,,apygarda,1.0,
402,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/rezultatas/partija,gov/vrk,,partija,1.0,
403,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/rezultatas/partija,gov/vrk,,balsu_skaicius,1.0,
404,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/rezultatas/partija,gov/vrk,,balsu_skaicius_procentais,1.0,
405,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/asmuo,gov/vrk,,vardas,1.0,
406,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/asmuo,gov/vrk,,pavarde,1.0,
407,gov/vrk/arcgis.com/EP_2014_R_APL,politika/partija,gov/vrk,,pavadinimas,1.0,
408,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/kandidatas,gov/vrk,,rinkimai,1.0,
409,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/kandidatas,gov/vrk,,asmuo,1.0,
410,gov/vrk/arcgis.com/EP_2014_R_APL,politika/rinkimai/europarlamento/kandidatas,gov/vrk,,partija,1.0,
